Maximum_speed (km/h),Average_speed (km/h),Std_speed,Avg_acc (m/s^2),Std_acc,Mean_pos_acc,Mean_neg_acc,Avg_abs_jerk,Std_abs_jerk,Brake_time_pct,Acc_time_pct,Decel_time_pct,Const_speed_pct
109.22,65.03,12.73,0.97,1.0,1.21,-1.49,1.25,0.72,4.36,31.93,22.05,48.11
105.76,85.01,7.71,0.45,0.16,1.3,-2.0,1.43,0.87,14.07,31.02,28.58,41.39
93.19,75.24,11.8,0.34,0.56,0.78,-1.34,3.99,0.54,21.57,24.84,29.76,46.2
92.81,64.33,7.7,0.16,0.44,0.63,-0.27,1.39,0.67,4.87,33.22,18.93,50.08
122.59,88.68,6.67,0.18,0.57,0.71,-1.02,2.14,0.17,7.53,24.79,29.06,45.42
86.38,69.18,8.53,-0.29,0.69,1.95,-2.28,1.02,0.86,2.83,30.01,27.95,40.75
84.4,50.68,15.64,-0.25,0.7,1.2,-1.58,1.91,0.8,23.08,31.64,22.64,46.49
51.33,38.09,17.03,-1.36,0.5,0.91,-0.45,2.09,1.11,12.55,27.56,32.0,38.99
59.56,45.52,14.21,0.65,0.43,0.95,-1.99,1.96,0.8,22.55,30.74,26.01,44.28
82.19,59.93,9.51,0.75,0.41,0.77,-0.86,2.34,0.71,7.56,29.03,32.24,37.07
47.35,27.2,16.06,-0.08,0.78,1.33,-1.18,1.13,0.41,11.45,30.9,27.64,39.59
64.22,47.65,9.48,-0.42,0.43,0.13,-1.17,3.11,0.63,28.11,32.63,28.24,39.88
73.19,50.98,16.92,-1.09,0.34,1.18,-1.36,2.33,0.64,13.56,27.43,29.45,45.55
133.44,96.9,10.38,-1.37,0.83,0.92,-0.46,0.09,1.33,11.45,28.22,23.61,50.64
60.27,45.78,7.44,0.34,0.35,1.21,-2.0,2.33,0.45,19.02,26.98,29.11,46.5
120.02,94.91,7.28,-0.49,0.35,1.31,-1.69,1.99,0.49,11.33,31.34,23.53,46.7
130.56,86.01,11.06,0.91,0.69,2.08,-1.28,2.43,1.08,7.71,31.3,27.63,41.17
98.45,55.74,14.54,-0.77,0.82,1.89,-1.08,0.77,0.49,12.78,25.81,22.46,49.68
68.5,37.44,12.35,-0.3,0.52,1.1,-1.71,2.35,1.07,14.07,33.1,30.14,38.61
60.59,31.94,14.98,1.38,0.44,1.68,-0.58,3.59,1.07,12.78,37.55,23.46,39.66
61.93,42.9,8.29,1.21,0.49,1.02,-1.99,1.61,0.59,17.91,31.97,27.91,39.12
72.11,55.11,15.98,-0.54,0.85,1.62,-1.52,2.21,0.85,17.35,27.81,26.25,43.62
56.56,38.9,11.38,-0.07,0.51,2.03,-1.11,1.89,0.58,21.75,22.16,20.93,56.79
85.74,74.2,9.31,-0.29,0.61,0.36,-0.89,3.42,0.75,12.8,27.34,24.76,49.12
104.84,77.98,5.71,0.8,0.43,0.78,-0.71,1.84,0.92,4.1,30.53,32.86,39.53
56.55,44.47,11.18,-0.62,0.65,0.75,-1.35,1.36,1.22,15.45,30.43,22.47,47.13
101.71,61.25,11.06,0.92,0.56,0.6,-1.49,0.8,0.37,9.32,30.3,28.44,43.0
120.76,99.07,8.2,-0.21,0.32,0.52,-1.95,0.71,0.7,9.18,22.54,33.71,42.48
94.6,65.31,9.09,0.2,0.7,1.65,-1.15,1.74,0.88,13.97,31.26,22.42,48.19
89.11,58.4,5.76,1.98,0.62,1.66,-1.38,0.69,1.23,9.42,31.63,26.01,40.66
70.66,47.54,11.74,0.45,0.62,0.65,-1.13,2.64,0.73,13.18,39.87,20.5,41.56
85.67,70.08,11.32,0.36,0.42,1.33,-1.42,3.05,1.16,3.94,24.03,27.37,48.6
63.26,46.0,9.89,0.7,0.49,1.0,-1.91,2.15,0.86,21.57,23.74,29.8,47.52
99.31,75.75,6.52,-0.31,0.04,1.11,-1.14,1.34,0.96,6.6,36.29,27.24,36.16
69.48,57.37,14.28,1.41,0.58,1.48,-0.75,2.62,1.5,25.65,28.21,25.1,45.53
69.15,49.3,5.75,0.33,1.03,0.28,-0.89,2.25,1.08,25.4,26.94,29.24,44.27
107.53,87.46,7.74,0.06,0.8,1.25,-1.39,2.27,0.77,10.18,26.3,28.14,43.57
68.27,48.71,9.73,-0.13,0.29,1.55,-1.17,3.03,1.17,17.84,23.16,26.36,52.08
119.43,97.66,8.25,-0.55,0.71,1.3,-1.87,1.61,0.25,1.26,33.85,21.79,46.58
119.6,87.94,10.79,0.72,0.5,1.5,-1.34,1.4,0.68,9.16,32.85,25.91,41.94
54.91,34.63,10.83,0.16,0.85,0.81,-2.21,1.52,1.04,19.47,24.46,30.78,46.24
100.88,84.17,6.94,-1.1,0.61,2.23,-0.63,1.36,1.4,15.03,29.04,26.44,46.65
77.76,50.79,10.4,0.42,0.75,1.16,-1.39,2.51,0.8,18.61,25.2,31.75,39.43
115.47,81.18,7.97,-0.54,0.86,1.26,-1.79,0.7,1.13,2.51,29.44,31.34,37.2
87.7,57.04,14.04,1.17,0.77,1.65,-0.94,2.3,0.5,12.91,30.05,23.91,44.98
97.31,65.31,3.81,-0.05,0.5,0.53,-0.47,0.78,0.64,8.01,30.26,23.92,44.94
129.56,73.8,5.63,0.42,0.63,1.26,-1.09,1.67,0.96,7.34,36.9,20.05,42.99
68.7,40.1,10.65,1.2,0.66,1.4,-1.93,2.47,1.03,10.85,24.71,34.29,41.01
100.87,63.28,9.57,-0.29,0.53,0.97,-0.96,4.19,0.47,19.82,31.3,27.49,41.25
92.46,67.01,38.27,-1.16,0.67,0.95,-0.79,4.62,0.87,33.57,27.31,26.93,44.27
96.67,56.71,10.01,-1.36,0.55,1.84,-0.71,1.55,1.53,13.48,29.32,28.46,43.89
89.78,75.08,13.72,-0.67,0.17,1.28,-1.78,2.49,0.66,26.53,24.74,28.96,45.77
83.22,54.8,32.26,1.46,0.41,1.05,-1.34,11.17,0.82,51.92,27.57,21.53,50.92
88.01,59.26,12.91,-0.23,1.12,1.41,-1.86,3.04,1.03,15.37,26.57,29.03,43.4
97.11,77.9,18.78,0.17,0.43,1.74,-1.83,6.31,1.27,8.07,22.28,29.42,50.66
83.94,59.86,17.0,1.0,0.72,0.94,-1.12,2.56,0.25,19.69,23.69,28.84,45.0
70.07,42.36,10.16,-1.29,0.88,1.09,-1.09,2.44,0.98,20.07,37.37,23.17,35.67
56.24,42.54,9.72,1.08,0.66,1.39,-1.14,1.3,0.31,20.74,35.39,20.96,44.6
64.4,48.38,11.2,0.86,0.42,1.41,-2.27,1.69,0.34,6.08,26.7,27.32,47.62
127.29,67.75,4.72,-2.13,1.04,0.86,-1.82,0.73,0.87,7.34,24.08,29.41,43.39
61.61,48.51,12.53,-0.4,0.7,1.23,-1.27,3.48,0.62,24.49,28.2,27.59,40.43
57.65,34.14,15.74,0.26,0.48,1.52,-1.14,3.83,0.5,20.5,28.76,31.36,40.21
79.04,58.64,6.86,-0.01,0.33,1.0,-1.57,1.32,0.34,18.08,31.48,25.49,39.83
103.26,64.71,7.76,1.13,0.88,0.67,-1.45,2.78,0.58,3.65,32.41,29.07,38.89
116.56,79.74,11.73,-1.07,0.57,1.35,-0.9,0.35,0.82,8.11,28.45,23.91,45.16
109.0,74.8,7.85,-1.46,0.38,2.59,-1.34,2.31,1.05,5.77,27.25,34.57,38.02
117.85,94.1,7.16,0.65,0.36,0.61,-0.89,1.31,0.57,9.28,27.75,29.25,42.18
84.88,65.14,20.24,0.52,0.53,1.41,-1.27,3.99,0.58,11.68,28.58,25.75,46.5
93.14,76.57,10.33,0.6,0.66,0.5,-1.26,0.51,0.46,3.52,31.76,24.83,44.53
128.12,93.94,12.35,1.34,0.78,1.11,-1.01,0.21,0.67,4.96,33.01,27.48,37.63
53.88,38.68,11.65,0.63,0.53,1.16,-1.28,1.8,1.14,19.71,33.0,26.42,40.5
84.2,51.72,9.51,0.85,0.73,1.6,-0.82,2.12,1.09,19.63,29.17,23.1,48.91
110.68,94.34,5.23,0.93,0.93,1.56,-1.85,1.02,1.17,5.55,32.22,24.82,42.68
76.54,46.16,11.84,-0.45,0.75,1.74,-0.67,3.8,0.75,10.54,34.01,22.6,43.54
60.21,46.73,13.02,-0.27,0.44,1.16,-1.47,3.5,0.94,16.91,30.96,26.95,41.89
103.47,78.25,9.32,0.09,0.75,1.6,-0.61,2.82,0.34,8.91,27.02,31.58,38.78
120.17,91.43,13.28,-0.78,0.25,1.91,-1.56,1.59,0.73,9.51,34.99,18.6,50.1
111.55,65.82,5.3,0.98,0.36,1.13,-1.21,1.09,1.11,7.26,25.96,20.83,52.12
95.29,54.65,14.35,-0.99,0.66,1.38,-1.05,3.66,0.7,8.55,27.11,29.83,42.22
53.33,39.69,15.21,1.11,0.48,0.79,-1.32,2.46,0.61,23.12,29.06,23.19,50.51
84.16,60.36,12.63,0.22,0.42,1.73,-1.53,2.99,0.66,21.75,38.95,23.53,39.4
94.16,56.16,12.61,-1.18,0.8,0.39,-1.13,3.6,0.68,14.95,38.3,22.96,41.86
117.89,79.17,6.22,0.87,0.55,1.2,-2.16,2.13,0.43,4.84,37.69,25.03,37.25
56.5,45.77,16.45,-0.33,0.84,0.95,-1.88,3.0,0.84,24.16,28.59,24.14,46.8
91.28,73.83,11.35,0.2,0.43,1.06,-2.07,2.2,0.23,6.34,34.58,26.69,35.99
96.35,63.78,11.76,0.52,0.82,0.88,-1.88,2.67,0.91,5.12,21.35,26.42,53.17
101.34,71.81,5.51,-1.81,0.69,1.71,-0.53,2.2,0.71,11.5,29.22,24.07,45.23
71.87,42.98,8.93,0.62,0.54,0.78,-1.25,1.75,0.74,20.91,24.01,30.54,44.24
63.78,45.09,10.46,-1.17,0.44,1.24,-0.06,2.09,1.05,22.26,29.21,25.23,46.53
67.89,43.88,29.21,-0.08,0.34,0.97,-1.43,10.01,1.15,17.1,25.58,27.0,47.67
93.23,64.07,11.24,-0.59,0.75,1.26,-1.97,1.98,0.79,18.34,31.81,26.15,39.41
109.23,73.2,7.92,0.41,0.55,0.69,-1.98,2.13,0.83,4.55,39.06,23.63,41.26
104.45,88.67,10.29,-0.09,0.53,0.9,-1.1,1.39,0.72,7.99,34.69,32.22,37.08
120.32,78.49,7.42,-1.08,0.73,1.17,-1.39,0.77,0.74,4.63,35.56,25.38,40.67
62.9,52.81,9.49,-1.16,0.66,1.31,-2.15,0.49,0.8,22.27,33.9,19.63,49.03
126.62,79.7,9.58,-1.75,0.94,1.32,-1.15,2.74,0.99,1.63,34.1,23.9,40.43
113.79,61.95,5.46,0.42,0.44,0.36,-1.49,1.69,0.94,9.45,24.59,25.25,52.44
67.9,51.17,12.92,-0.06,1.05,1.1,-2.06,1.7,0.7,11.35,42.58,24.31,36.47
89.59,56.17,9.38,1.37,0.51,1.4,-0.52,1.71,1.04,0.76,34.15,34.18,32.45
78.4,70.23,12.91,-0.45,0.39,1.66,-1.58,3.33,0.83,17.11,28.44,30.57,43.26
77.31,59.27,22.47,-0.09,0.87,1.55,-1.47,9.0,0.5,44.96,33.49,24.55,44.27
115.68,96.29,5.42,0.49,1.03,1.19,-1.45,2.19,0.65,8.64,29.24,30.3,40.72
84.21,48.9,12.63,1.28,0.56,1.94,-0.69,2.41,0.63,17.89,22.23,21.3,53.7
116.94,87.48,9.97,0.65,0.52,1.09,-2.0,0.66,0.99,14.7,34.21,22.42,43.05
89.1,66.34,9.3,0.24,0.8,1.22,-0.96,0.01,0.26,14.87,32.15,15.09,53.3
116.84,63.37,9.3,1.86,0.52,0.76,-1.6,1.44,0.36,14.23,27.78,22.58,45.58
81.75,48.45,15.53,0.26,0.63,1.26,-1.87,2.03,1.03,8.24,40.76,21.86,38.56
126.67,85.98,11.1,1.7,0.73,0.91,-1.53,0.29,1.1,6.73,28.09,23.58,47.16
59.56,37.65,11.66,0.56,0.5,0.3,-1.95,2.74,0.9,17.87,29.95,24.82,45.37
107.06,80.47,13.92,-0.7,0.79,1.16,-1.52,1.81,1.39,13.78,27.42,25.71,45.69
48.84,30.16,12.32,-1.24,0.7,1.09,-1.14,3.33,0.65,20.69,24.29,36.14,41.48
52.84,29.95,8.02,-0.31,0.79,0.85,-0.44,0.97,0.36,16.79,29.15,25.3,44.06
102.29,66.73,17.59,0.22,0.61,1.62,-1.26,6.26,0.58,5.21,25.86,31.39,43.24
78.4,45.98,15.87,0.31,0.81,0.73,-0.63,2.25,0.26,17.45,19.33,29.19,49.39
121.28,66.12,3.57,0.3,0.66,1.38,-1.14,1.76,0.96,8.71,34.59,22.6,43.22
53.17,36.77,13.85,-0.71,0.66,0.88,-1.79,2.61,0.38,17.26,27.73,23.07,50.69
79.47,46.39,13.73,0.98,0.89,1.68,-1.7,3.19,1.1,18.25,21.36,25.93,49.66
104.14,80.22,23.11,0.44,0.47,1.44,-1.72,1.53,1.06,14.4,31.01,24.12,44.33
74.39,42.22,15.01,0.45,0.37,1.06,-1.0,2.45,1.18,17.4,25.69,30.54,42.76
69.25,50.1,9.13,0.1,0.31,1.08,-1.43,1.9,1.52,25.23,24.46,22.66,56.01
106.07,58.3,12.04,1.16,0.5,1.64,-2.1,1.93,0.93,18.26,30.63,21.19,46.91
65.99,43.47,13.37,0.22,0.63,1.24,-1.04,1.61,1.0,9.75,30.6,23.68,45.7
110.47,64.07,12.19,0.05,0.63,1.11,-1.54,2.41,0.42,5.22,30.4,25.06,46.65
121.35,96.1,2.31,1.11,0.54,0.89,-0.87,0.94,0.68,15.99,37.16,20.3,41.92
96.1,69.7,6.41,-1.22,0.57,1.06,-1.38,1.01,0.57,5.09,32.55,27.25,42.05
60.49,35.3,12.45,0.19,0.6,2.02,-1.99,3.93,0.9,24.35,27.47,24.64,43.62
55.53,31.24,16.55,1.82,0.67,0.88,-1.02,2.33,0.49,8.7,39.08,24.69,36.62
124.38,84.74,5.71,-1.03,0.75,1.38,-1.4,1.86,0.61,10.35,25.05,26.56,45.28
142.14,101.48,7.2,-0.69,0.89,1.62,-1.15,1.77,1.12,14.4,24.27,28.88,49.38
116.01,76.64,6.94,0.37,0.5,1.18,-1.3,1.45,1.1,11.41,24.91,29.07,47.77
109.35,93.14,4.59,0.45,0.68,1.39,-1.2,0.93,0.96,6.94,34.38,22.36,43.63
78.71,62.84,14.69,-0.7,0.91,0.49,-0.83,2.32,0.34,21.33,32.07,20.43,46.06
64.27,52.67,14.81,-0.48,0.5,0.14,-1.01,3.29,0.83,21.99,32.2,21.0,45.17
86.29,63.03,7.61,-0.33,0.41,1.19,-1.64,1.56,1.56,12.95,24.78,28.08,48.4
78.4,46.91,8.86,1.94,0.57,1.59,-0.02,2.76,0.66,33.87,30.54,20.01,48.59
114.69,87.45,11.6,0.09,0.64,0.2,-1.29,1.02,0.44,10.83,27.69,25.3,48.24
95.65,65.68,9.34,1.4,0.62,0.74,-0.61,2.58,0.46,20.21,25.6,31.84,42.67
72.15,44.16,14.57,-0.49,0.45,0.87,-1.41,3.83,0.4,12.13,25.96,26.04,48.48
64.69,50.88,10.49,0.96,0.41,1.27,-0.37,1.7,0.87,16.29,28.88,27.41,41.19
115.28,90.29,6.86,-0.72,0.69,2.01,-1.69,1.32,1.23,15.73,35.76,16.26,47.13
92.39,73.84,13.03,-0.12,0.77,0.95,-2.11,2.43,0.35,7.55,27.17,22.97,50.73
98.36,66.38,9.42,-0.03,0.78,0.82,-0.17,0.49,1.05,1.69,29.61,24.34,48.69
96.05,82.05,11.21,0.18,0.63,1.39,-0.17,0.22,0.59,6.5,23.9,28.82,44.87
102.85,79.42,5.57,0.67,0.59,1.53,-2.17,1.2,0.82,9.11,31.99,26.62,42.15
112.85,69.98,9.47,-0.54,0.45,0.55,-1.9,1.21,0.95,13.12,31.38,24.91,45.86
87.45,63.39,7.86,0.67,0.4,1.75,-1.11,2.69,0.76,13.76,28.0,25.97,43.62
106.86,86.77,9.85,-0.55,0.19,0.9,-1.87,2.38,1.16,17.31,36.01,23.0,42.63
71.13,55.8,30.93,0.14,0.74,0.77,-2.01,4.54,0.22,28.16,32.32,25.26,42.88
90.84,71.05,12.94,-2.09,0.91,1.43,-1.37,1.37,1.44,6.23,29.78,18.8,54.87
96.9,76.7,12.62,-1.11,0.63,0.75,-1.81,2.88,0.74,7.87,29.55,26.05,41.15
99.92,57.45,12.69,-2.03,0.72,1.51,-0.92,1.23,0.89,13.59,33.23,21.85,44.71
111.97,81.01,7.12,0.12,0.8,1.01,-1.1,2.73,0.73,9.78,29.99,22.93,48.21
80.09,51.77,11.02,-0.45,0.88,1.93,-0.28,2.79,1.1,14.98,28.17,26.56,45.01
100.31,66.81,9.77,1.09,0.47,1.69,-1.71,2.57,1.05,6.6,29.99,24.47,42.97
74.59,62.15,13.19,0.36,0.76,1.54,-0.41,1.74,0.73,11.2,23.93,26.06,48.5
120.9,98.22,5.17,1.09,0.7,1.55,-0.89,1.15,1.17,14.63,25.31,28.0,45.91
116.66,71.48,9.91,1.17,0.5,1.05,-0.91,3.24,0.62,0.53,26.19,23.48,53.01
112.36,64.73,26.13,0.98,0.79,1.07,-1.5,0.94,1.09,13.05,33.43,18.28,49.95
120.2,98.58,4.71,-0.75,0.35,1.14,-2.39,1.42,1.41,10.29,29.84,27.52,43.02
70.05,41.13,11.72,0.07,0.55,1.31,-1.24,3.66,0.95,12.21,38.39,24.91,37.3
87.9,66.39,10.05,0.01,0.45,1.47,-0.61,2.65,0.83,10.38,27.76,26.45,45.05
65.46,46.37,10.37,-0.11,0.5,0.9,-1.07,1.91,0.75,28.25,34.19,20.24,46.24
114.89,80.96,6.9,-0.03,1.18,1.65,-1.93,0.35,0.58,7.51,21.5,29.19,47.54
79.53,48.92,12.01,0.15,0.49,1.01,-2.29,4.24,0.69,19.39,29.6,27.04,44.79
100.16,57.6,6.11,-0.01,0.79,0.6,-1.06,1.2,0.42,7.14,27.77,29.69,43.28
94.44,57.25,11.03,0.06,0.67,1.49,-1.74,3.18,0.87,6.56,24.7,21.16,53.0
85.81,66.22,10.24,-0.4,0.49,0.65,-0.94,1.49,1.02,15.21,30.44,20.9,49.08
106.92,67.8,13.94,0.09,0.56,0.98,-1.32,0.5,0.94,1.79,28.96,22.24,48.75
83.69,48.99,10.57,0.59,0.56,0.82,-1.6,1.92,0.69,15.95,34.53,18.7,49.73
121.23,79.55,7.8,-0.13,0.7,1.66,-1.44,1.41,1.07,7.08,26.74,25.14,48.22
91.32,67.15,4.71,-0.02,0.45,1.36,-1.48,1.12,1.2,14.18,23.83,19.08,56.27
77.45,54.64,14.64,-1.23,0.5,1.37,-2.04,2.65,0.7,10.06,30.17,28.79,41.3
110.51,89.66,5.77,-1.02,0.57,0.15,-1.22,0.51,1.8,13.28,27.26,28.63,43.88
51.81,43.7,14.16,0.24,0.49,1.19,-1.22,2.5,1.07,27.12,28.1,24.77,47.07
66.12,49.77,13.77,-0.39,0.49,1.43,-0.92,3.69,0.73,24.94,36.88,19.87,41.69
110.54,92.72,10.12,0.44,0.6,1.46,-0.8,2.53,0.84,14.12,27.96,25.31,46.21
67.19,53.9,11.76,-0.54,0.3,2.04,-1.86,1.43,0.83,22.09,27.99,22.54,48.58
118.61,95.33,4.28,-0.07,0.79,1.09,-1.65,1.64,0.79,8.05,30.53,23.28,47.35
70.65,54.13,10.38,0.05,1.12,1.27,-0.96,1.58,0.26,8.51,32.75,22.66,45.76
70.23,52.68,11.35,1.81,0.45,0.76,-1.39,4.38,0.22,11.03,30.23,24.95,43.67
117.98,72.47,11.49,-0.22,0.12,1.41,-1.4,1.84,0.82,11.45,25.05,30.6,41.01
112.59,73.19,12.84,0.53,0.64,1.12,-2.2,2.07,1.11,4.99,30.17,22.48,50.18
101.61,75.82,6.58,-0.41,0.53,1.54,-0.31,2.48,0.72,5.08,34.2,23.9,38.12
73.2,56.96,12.49,-0.4,0.61,1.02,-0.91,2.37,0.76,16.06,25.31,28.46,47.14
59.04,44.6,8.23,0.07,0.34,1.28,-0.34,1.27,0.53,23.07,24.31,26.93,48.57
97.29,63.89,9.41,0.97,0.73,1.81,-0.95,1.81,0.89,9.95,36.31,20.75,42.84
66.73,39.26,12.06,0.2,0.5,0.95,-0.78,2.94,0.61,26.03,31.91,21.14,49.03
68.43,41.82,10.46,-0.03,0.83,0.71,-1.84,2.12,0.42,19.58,34.53,23.47,41.64
86.63,55.06,15.13,0.92,0.58,1.07,-1.37,3.45,0.42,23.56,27.76,25.27,46.5
104.62,65.45,11.85,1.15,1.35,0.75,-1.52,1.02,1.44,3.48,36.3,18.71,47.99
112.99,80.87,6.67,-0.74,0.73,0.63,-0.64,0.64,0.65,2.21,23.68,20.78,55.67
68.94,39.97,9.71,-0.18,0.35,1.61,-1.11,1.35,1.31,18.87,30.78,24.2,46.65
94.89,62.57,3.06,-0.15,0.49,0.89,-0.95,1.58,0.56,6.82,25.78,25.12,46.21
75.19,62.94,13.19,0.4,0.6,0.88,-1.76,1.81,0.98,9.74,28.15,31.39,39.4
120.12,70.43,13.27,-0.31,0.71,1.24,-0.52,7.85,1.21,12.73,28.2,29.45,42.14
89.47,55.24,13.61,1.41,0.73,1.54,-0.39,2.56,0.68,11.54,40.52,13.36,44.16
128.12,82.92,14.16,-0.42,0.47,1.18,-1.24,2.99,0.56,15.1,23.42,24.15,52.74
86.6,48.07,14.57,-0.14,0.34,1.03,-1.09,2.82,0.79,10.09,34.14,23.34,45.5
75.08,60.61,12.37,-0.57,0.45,0.44,-1.65,2.63,0.85,15.02,24.67,25.53,48.41
55.29,38.22,13.51,-0.19,0.67,1.19,-2.5,3.45,0.52,4.61,35.54,24.61,38.83
56.58,32.29,13.9,1.84,0.36,1.1,-2.0,2.2,0.93,21.04,33.75,24.08,43.65
104.95,67.41,4.81,-0.09,0.54,1.4,-0.53,2.52,0.87,12.16,33.44,27.61,36.58
108.56,77.37,10.85,0.76,0.69,1.3,-1.54,2.26,0.58,12.69,29.04,19.96,50.67
76.28,56.5,13.44,-0.37,0.47,1.3,-1.57,2.81,0.4,14.26,31.52,16.89,48.75
55.94,42.13,12.67,-0.04,0.87,1.58,-0.58,3.57,0.1,17.59,30.81,28.71,39.93
66.66,44.75,13.28,-0.06,0.55,0.91,-1.63,2.61,0.87,12.57,30.56,23.58,45.06
108.71,96.17,8.69,0.75,0.59,1.43,-1.3,3.26,0.65,7.4,26.83,28.69,44.23
83.61,54.84,11.58,0.96,0.62,1.65,-0.74,2.22,0.96,23.0,36.57,23.2,38.66
136.51,107.46,10.3,-0.46,0.92,1.21,-0.77,1.51,0.71,11.91,32.06,23.7,41.98
84.08,43.9,10.88,-0.88,0.59,1.47,-1.27,1.91,0.7,21.49,23.98,29.04,43.82
47.48,41.95,9.39,0.07,0.63,0.8,-1.32,2.83,0.8,21.62,36.95,14.02,50.81
79.23,68.06,6.63,0.64,0.7,1.48,-0.52,2.08,0.72,13.25,28.5,26.5,43.96
103.3,66.11,8.85,1.24,0.6,1.1,-1.26,0.02,0.98,7.23,29.22,24.57,46.56
91.09,78.76,12.23,-1.11,0.76,0.73,-1.14,2.22,1.05,8.66,30.91,23.52,44.19
111.54,80.06,13.58,1.04,0.48,0.9,-0.4,0.11,0.64,18.58,28.32,22.6,50.25
52.21,38.2,15.78,-0.98,0.74,0.21,-0.99,1.93,0.69,3.74,32.09,18.32,52.54
66.11,37.97,14.93,-0.11,0.67,1.08,-1.33,3.4,0.21,25.76,34.09,22.74,42.77
54.09,29.89,12.02,0.09,0.6,0.85,-1.62,2.12,0.52,18.06,30.64,23.38,43.93
65.02,39.25,12.12,1.72,0.77,1.28,-1.2,3.93,0.82,14.21,29.39,22.46,44.39
97.61,77.24,7.46,-0.3,0.4,0.24,-1.15,2.81,0.97,10.21,25.19,28.51,44.3
84.57,63.12,1.71,0.23,0.71,1.45,-1.79,1.2,0.81,11.67,36.44,19.96,45.82
74.24,52.25,13.19,0.36,0.65,0.89,-2.27,2.02,0.31,26.43,31.42,24.88,41.96
65.68,41.36,13.33,1.88,0.48,2.11,-1.41,0.91,1.34,13.47,35.52,18.94,47.36
69.79,57.71,16.12,2.18,0.55,2.05,-2.04,2.36,1.0,15.03,28.3,28.27,43.67
101.5,74.46,0.87,0.26,0.81,0.98,-1.88,1.49,0.76,10.82,28.34,22.41,47.54
79.23,65.52,18.66,0.85,0.58,0.81,-1.71,2.55,0.95,33.51,29.91,23.79,50.01
118.08,79.63,9.6,-1.7,0.81,1.57,-1.69,0.03,0.59,10.04,25.04,31.89,40.9
66.47,40.74,13.64,0.74,0.62,1.15,-1.48,2.84,1.14,23.97,29.83,27.16,43.34
57.71,41.61,9.34,-0.38,0.81,0.73,-1.43,2.35,1.11,12.85,35.82,25.55,40.89
71.84,47.21,7.02,-1.24,0.55,1.67,-1.63,2.02,0.31,20.06,38.62,21.91,41.67
87.94,65.98,10.75,0.04,0.49,1.13,-0.91,2.51,0.72,10.71,40.62,19.32,40.98
86.38,53.77,13.71,-0.65,0.74,0.89,-0.81,3.14,0.92,15.61,32.14,21.7,47.43
126.52,108.17,9.46,0.42,0.41,1.45,-0.55,1.02,0.21,7.83,25.56,29.91,44.36
108.41,58.4,5.31,1.19,0.55,1.75,-0.48,1.16,0.38,14.11,33.62,23.77,41.58
82.78,47.46,9.73,1.51,0.28,1.39,-1.58,3.27,0.7,10.91,31.89,19.08,45.41
110.53,75.9,10.16,1.71,0.47,0.78,-1.21,1.38,1.05,7.87,28.37,19.32,52.19
106.76,81.49,11.97,-0.17,0.28,1.26,-1.07,0.47,0.91,5.89,31.81,19.83,46.54
55.78,32.28,17.08,0.34,0.56,0.42,-0.99,2.9,1.18,15.75,28.27,31.02,41.72
72.34,59.83,11.1,-0.37,0.55,0.89,-1.37,2.68,0.89,19.96,28.45,27.71,43.03
105.6,60.99,2.3,0.12,0.38,1.49,-1.57,0.37,1.64,3.78,27.26,26.75,41.83
66.48,51.74,11.79,1.14,0.89,1.11,-1.62,2.84,0.8,30.7,29.93,24.95,43.3
125.16,83.75,6.93,-0.44,0.24,0.71,-1.66,1.43,0.65,3.02,32.97,23.19,42.67
54.48,34.85,10.79,-0.66,0.56,1.29,-0.43,1.85,0.64,14.38,31.01,27.02,41.61
73.71,51.57,7.5,0.3,0.78,1.3,-1.74,1.52,0.66,20.62,38.3,24.06,36.21
91.5,54.11,7.02,0.51,0.84,1.06,-1.5,1.24,0.12,10.07,22.27,30.21,49.76
70.84,48.28,10.81,-0.43,0.67,1.31,-2.0,2.53,0.27,19.15,36.49,26.98,36.9
104.96,76.84,22.28,-0.47,1.24,0.78,-1.02,8.26,1.26,11.71,32.15,24.2,42.6
110.98,90.81,10.05,0.15,0.43,0.67,-1.77,0.89,0.71,12.51,33.49,28.08,39.05
116.16,64.24,9.32,-0.71,0.8,2.18,-1.71,1.33,0.71,3.72,27.96,28.7,41.84
63.91,52.95,13.46,0.15,0.46,1.34,-2.15,2.01,0.51,12.57,31.99,30.78,39.58
70.58,56.3,11.09,1.29,0.35,1.05,-0.83,3.38,0.47,12.1,29.58,23.34,45.89
108.48,92.81,3.41,-0.76,0.58,1.67,-2.15,1.22,0.29,10.47,27.75,27.97,45.04
102.16,58.92,14.2,-1.18,0.5,0.86,-1.03,0.2,1.17,6.7,32.03,19.44,48.74
78.05,44.18,13.38,1.01,0.44,1.37,-1.29,4.16,0.75,23.5,34.84,19.89,47.64
60.87,38.82,14.99,-0.87,0.78,0.38,-0.7,2.19,0.87,11.47,24.08,26.72,46.36
58.5,41.83,11.86,-0.25,0.5,0.98,-1.03,2.43,0.85,13.82,30.16,21.2,48.37
130.99,76.57,5.1,0.93,0.3,1.4,-1.26,2.53,1.15,14.9,31.14,25.54,44.31
107.71,69.06,11.57,0.2,0.19,1.66,-1.59,2.9,0.46,3.37,28.98,26.03,42.56
114.82,87.04,8.34,-0.01,0.63,1.23,-0.94,0.52,0.18,10.73,28.74,24.5,49.13
